content,score,label
"app gajelas, akun gua ke logout mulu, pas login lagi pake email malah tidak ditemukan akun terkait. ni apk sampah bgt pengelola akunnya, sorry rate 1",1,negatif
bagus karna banyak lagu baru juga,5,positif
"muak banget ama iklan nya, padahal baru dengar 2 lagu iklan nya 4,saran aja kalau misal emang ada konsep iklan gitu, 2 lagu 1 iklan, jangan kebanyakan, saya yang mau nikmatin lagu jadi susah😭",4,positif
"Dasar Aplikasi Kikir, Lebih Baik Di Hapus saja Aplikasi ini dari play store, Sangat Tidak cocok Di gunakan, Banyak iklan, Banyak Bug, Dikit dikit di suruh Buat Beli Premium, Tolong ya Kurangi kikir, Jangan Kayak Garena",1,negatif
aplikasi nya bagus untuk mendengarkan lagu yng klian mau,5,positif
"apk kebanyakan iklan, kalo iklannya 1/2 mah masi mending lah ini 4",1,negatif
"awal awal cuma ada iklan doang,ga lama dari itu gabisa pili lagu,harus premium,mnurut saya tidak apa apa jika ada iklan,tapi mohon di perbaiki, supaya orang orang bisa memilih lagu favorit masing-masing",2,negatif
"makin lama semua harus premium, milih lagu terbatas",1,negatif
seru buat dengerin musik,5,positif
bagus,5,positif
"APLIKASI KIKIR BANYAK BGT IKLANNYA, MASA 1 LAGU 3 IKLAN YANG BENER AJA LAH, DASAR KIKIR.",1,negatif
bagus bangett berguna banget,5,positif
"APLIKASI KIKIR, SKRNG DIKIT DIKIT IKLAN. MASA 1 LAGU IKLAN NYA 3 GILA INI MAH DENGERIN IKLAN BUKAN LAGU.",1,negatif
keren banget dengerin musik di spotify,5,positif
iklannya kurangin dong buset,1,negatif
ok sip,5,positif
bagus,4,positif
jelek banget si apk hijau ini,1,negatif
bagus banyak lagi nya cuma banyak iklan,5,positif
"SUKA SUKA SUKAA, BISA DENGERIN LAGU FAVORITT.. yang kurang itu cuma iklan nya ajah yang merusak suasana",4,positif
very good,5,positif
aplikasi nya gimana yah setiap nyetel lagu harus premium dulu mana harga premium nya kemahalan lagi tolong lahh jangan kek gitu beda sama aplikasi sebelah gak sebawel gitu,3,netral
Mantap,5,positif
amazing,5,positif
keren bgt bisa denger lagu dan gk usah ragu sma liriknya krena udh ada lirik yg tersediaa,5,positif
bagus sih tapi ini gabisa memutar lagu jadi gua rating segini aja,1,negatif
dikit-dikit iklan😹,2,negatif
NICEE,5,positif
baguss sekalii,5,positif
baik,5,positif
ok,5,positif
damn..,5,positif
"aplikasinya bagus tapi masa cuman mau download harus premium,selebihnya udah oke tolong di baca terimakasih!",4,positif
aplikasi apa ini cari lagu itu malah muter yang lain harus premium dulu baru bisa bener tuh pencarian lagu nya aplikasi bikin emosi,1,negatif
𝘶𝘦𝘯𝘢𝘬 𝘱𝘰𝘭,5,positif
bagus,5,positif
"kenapa sih sama spotify sekarang apa apa harus premium mau dwonload lagu harus premium,lagu juga di batasin kalau mau gak di batasin harus premium plis developer jangan serakah karena gk semua orang bisa beli yg premium",1,negatif
"sukakkk bangettt, apalagiiii dengerinn waktuuu mauuu tidurrr",5,positif
Harus banget bayar?,1,negatif
miskin ya lo spotify?,2,negatif
sangat bagus,5,positif
"orang"" mau dengerin musik bukan iklan. kikir bngt lu sfotify!!",2,negatif
mantap,5,positif
bagus banyak lagu top,5,positif
nice,5,positif
bagus banget banyak pilihan nya,5,positif
enak buat kicau mania nih,5,positif
bagus enak buat denger lagu,5,positif
bagus,5,positif
lumayan bagus,3,netral
"bagus,tapi iklan nya makin banyak,dan harga premium terlalu mahal buat para pelajar,dan juga pemutaran lagu nya terbatas buat yang blum premium",3,netral
"ni apk kikir jir, lama lama iklannya 10",1,negatif
apik,5,positif
ok asik semua miuziky,5,positif
"menurut saya ini bagusss tapi saya tidak memakai sportif yg premium jadi tidak bisa mendengar sesuka hati dann kebnyakan iklann. itu saja si mungkin, TERIMA KASIH TELAH MENGHIBUR PARA PENDENGAR LAINNYA..",4,positif
"iklan tolong di kurangi, solanya lagi asik dengarin musik eh malah ada iklan mana iklannya ga lebih dari 1,dan iklannya juga menganggu",3,netral
"oke, sekarang udah gabisa pilih lagu lagi kalo gk premium. Mantap memang apk kikir ini",4,positif
sangat tidak direkomendasikan di download karena iklannya bisa bikin gendang telinga pecah! karena gua pas denger lagu dan ada iklan dan suara iklannya kayak volume full padahal volume hp gua cuma 1,1,negatif
nice,5,positif
4 ads in a row??,1,negatif
bagus banget,5,positif
sangat membantu buat hiburan .,5,positif
bagus,5,positif
ya bagus aja deh,5,positif
kita bisa dengerin musik di Spotify dan disitu kita bisa bisa dengerin musik yang kita inginkan,5,positif
👎,1,negatif
enak,5,positif
😀,5,positif
asik kin aja lekk kuu,5,positif
"yaampun pelit banget, setiap iklan, bisa ampe 5 iklan, kikirnya kebangetan, tolong iklannya kurangin dong, lagian kita juga ga akan mau berlangganan",1,negatif
perfect,1,negatif
ga suka,1,negatif
enak buat dengerin lagu sambil beres beres,4,positif
bagus bgt,4,positif
saya suka ini walaupun pakai data,5,positif
sangat bagus,4,positif
bagus ini beneran bagus tapi ada premium nya😔,5,positif
"apk nya gila uang bngt sama pelitt bru milih lagu yg kta mau 5 kali aja udh lasung di srh berlangganan, plus iklan nya bnyk bngt. kt gue sih jng kikir gtu mentang' udh bnyk yng make ni apk jdi sombong,pelit, ama kikir gtu. gila deh ni apk gila duit bett",2,negatif
ini lagu knapa dah kegantin yang lain pdahal aku pencet musik nya lo,1,negatif
seruu🥳🥳,5,positif
"aku kasih bintang lima karena bagus, dan menurutku agak kurangin iklan nya yaaa??👍✨",5,positif
enak di dengar,4,positif
"aku bisa latihan nyanyi setiap hari aku paling suka,lagu inggris itu yg paling aku suka i love you deh",5,positif
seruu,5,positif
makin lama makin jelek 😓,1,negatif
ikLan nya josss sekali...,1,negatif
bagus banget,5,positif
enak banget sih lagunya lengkap,5,positif
bagus,5,positif
sangat bagus untuk main ff atau Roblox,5,positif
sangat bagus,5,positif
"This app is very good, to relax and listen to music with favorite songs",5,positif
Suka sekali sama spotify byk pilihan lagu semuanya ada ❤️,5,positif
bagus lagunya,5,positif
bagus saya suka denga spotify,5,positif
ini banyak lagu yang bagus ya bisa didengar lagi ngenakin,5,positif
keren dan menghibur,5,positif
simple..update lagu nya..,5,positif
ok,5,positif
sangat bagus,5,positif
banyak iklannya,1,negatif
sangat menemani saat dijalan,5,positif
"sumpah sekarang jangan pernah download ini aplikasih dulu masih bagus sekarang buat putar satu lagu ajah yg kita cari harus premium semakin hari aplikasih ini semakin arogan merasa hanya ini saya aplikasih pemutar lagu, dasar aplikasih sampah tukang pajak",5,positif
bagus spotify..tingkatkan terus..cari lagu apa saja..semua ada...👍,5,positif
ada lagu gua saat sahabatan bareng teman gua,5,positif
muantap,5,positif
kebanyakan iklan,1,negatif
bagus,5,positif
"sangat bagus dan bisa mendengar lagu² fav kita seperti saya menyukai montagem,dan phonk😁 tapi ada 1 masalah saat memutar lagi saya tifak bisa memutar ulang lagu itu berulang kali apakah memang harus prem? atau ada masalah / bug? oke hanya itu saja rating dari saya semiga bisa diperbaiki klo emg karna sudah update dan tidak bisa di putar berulang kali gpp deh aku ttp suka sma SPOTIFY😄",5,positif
ok,5,positif
nonton 1 lagu iklan nya sampe 4 jadi males.,1,negatif
spotify bisa jadi teman dalam kegiatan apapun.,5,positif
"makin ke sini harganya makin mahal jadi mls buat premium , yg murah cuma yg buat pelajar tapi kn udh bukn pelajar lgi mls dh",1,negatif
best music appp,5,positif
iklan full album,1,negatif
sangat bagus dan kreatif.,5,positif
seruuu,5,positif
mantap,5,positif
aplikasi ini sangat jelek,1,negatif
"cuma karena ga berlangganan iklannya makin banyak aja, bisa 3x malah sering lebih wiih",1,negatif
KIKIR,5,positif
jelek,1,negatif
gak bisa di buka weh,3,netral
This is good bro,5,positif
update mulu anjg,2,negatif
kebanyakan iklan,1,negatif
kenapa gak bisa denger lagu secara gratis lagi ? kenapa harus premium dulu baru bisa putar musik yang di sukai . hadehhh,3,netral
"bintang 3 dulu ya.soalnya fitur chtnya masih kureng bngt pls.hmzz tlng yh yg mulia upgrade lagi fitur chtnya. ya minimal ada fitur reply nya biar ga bingung,kalo bisa sih send pict sama vn juga ya wkwkwk (mau buat cht an sama pacar eh mantan eh teman)",3,netral
spotify sangat Bagus pokonya mantap dah terimakasih Spotify,5,positif
Bagus banget aku ketiduran sampe dengarin lagu nya tapi bisa gk kalo udah habis jaringan jtu aktif kan terus aku juga donwold lagi di situ,5,positif
"wah saya di Spotify gampang banget cari musik,kalo ga tau judulnya tulis aja lagu nya",5,positif
"WOI KENAPA SEKARANG IKLANNYA BANYAK BANGET GA KAYA DULU YANG CUMA 1 KALI, SEKARANG MALAH BERKALI KALI",1,negatif
bagus banget,5,positif
spotify kikir ....,1,negatif
mantap,5,positif
makin lama makin ngawur iklanya,1,negatif
"mantep banget dah, semoga gratis ga perlu premium",5,positif
iklannya sampah banget,1,negatif
ok,5,positif
aplikasi taek lagek nyetel lagu pisan iklan ne 5,1,negatif
bagus,5,positif
"aplikasi rusak, mau bayar prem di ios ga bisa beli di android stuck, trus error rusak rusak",1,negatif
udah bagus tapi banyak iklan nya tolong di kurangi iklan nya agar lebih baik lagi kedepannya,5,positif
asik,5,positif
aplikasi kikir,1,negatif
"waktu asik asik nya dengarin lagu ada suara iklannya, tolong di perbaiki yah",5,positif
mantap,5,positif
enak banget lagi nyaaa kalo bisa sad semuaa yaa kaaaaa lagunya untuk saya,5,positif
secara keseluruhan aplikasi nya sudah bagus ya,5,positif
mengapa spotify ini tidak ada suara sama sekali saya sudah beberapa kali mencari tutorial nya bagaimana cara nya bisa ada suaranya,1,negatif
good,5,positif
kebanyakan iklan,3,netral
terbaik,5,positif
aplikasi ini bagus untuk belajar dan bermain game,3,netral
oke lah,5,positif
baru denger 1-2lagu eh malah langsung iklan,1,negatif
Bagus.,5,positif
"good, but there are a lot of ads",3,netral
"Saya Sangat menyukai Aplikasi Spotify ini karena menyajikan lagu yang sangat keren dan menarik, selain lagu kita juga bisa mendengar kan sholawat, dll👍🏻👍🏻",5,positif
dikit² harus premium najis bngt,2,negatif
aneh ga bisa di buka akun salah sandi terus udh di updet jadi rudet gini,1,negatif
banyak iklan apk kapitalis,1,negatif
"Iklan nya kek Kon tol, Banyak betul Sial.. App busuk.. gw pake AIMP Offline aje, back to offline..",2,negatif
banyak iklan,1,negatif
bagus,5,positif
sangat bagus,5,positif
jangan banyak iklan,5,positif
sumpah lagi nya enak didenger,5,positif
ok banget musiknya,5,positif
banyak iklan,1,negatif
Aplikasinya kenapa waktu saya tekan satu lagu yang saya mau tapi kenapa yang muncul lagu lain?,3,netral
baguss sukaa😖,5,positif
jelekk,1,negatif
ok aplikasi nya mantap sangat menghibur,5,positif
"Iklan ganggu bgt hbs muter 1 lagu doang trs iklan, udh durasinya lama ga bisa di skip lagi.",1,negatif
realllll,5,positif
setiap mau denger lagu aku pasti di spotify karna aku liat temen' aku semua kalo dengar lagu pake spotify,5,positif
👍👍👍👍👍,5,positif
sering eror mencet apa yg jadi apa males,1,negatif
Mayan lah,5,positif
"kikir bet gilaa, lama-lama lebih kikir ini dari pada capcut woy",2,negatif
gak sekalian aja iklannya 1000000000,1,negatif
moga moga Spotify nambahin gitu di setiap lagunya ada mode game piano kalo ada bisa 4jam aku main tu,5,positif
"banyak iklan, setiap 2 lagu slalu iklan, mending 1 iklan aja",4,positif
"makanya pada beli yg premium, biar ngga banyak iklan,dengerin gratis berharap lancar wokwokwok😂",5,positif
kenapa aplikasi nya tidak bisa di buka ?,1,negatif
enak,5,positif
"cinta bgt sm Spotify pkoknya, ga bnyak iklan enak jga lagu en music nya llovve uu Spotify",5,positif
GANGGU NONTON,1,negatif
bagus merutku,5,positif
mantap sih y,5,positif
mantap lah buat dengerin music tapi kadang lagunya gada liriknya,4,positif
aplikasi terbaik cokk emang paling asik ngapain aj sambil denger lagu,5,positif
bagus banett cih apyikaci inik maacih yhak😘🫰🏻wopyuuu🫰🏻🫰🏻🫰🏻🫂🫶🏻,5,positif
yg aku carik kan ada 10 yakan terus aku kan ada terus pas 1 lagu idaselesai yg lagu ke dua enggak ada yg aku cari engak masuk,3,netral
"Gak tahu bug, atau ketentuan app-nya. Seek bar gak bisa digeser, mau itu lewat app-nya langsung, dari widget ataupun dari Dynamic Island.",3,netral
aplikasi nya sangat bagus dan sangat cocok untuk orang yang ingin belajar menyanyi dan orang yang suka mendengarkan musik,5,positif
bagus👍 banget,5,positif
Murahkan premium,5,positif
sering mati sendiri music nya pas di pake main game,4,positif
bagus sekali,5,positif
"bagus, semua lagu ada",5,positif
ok banyak pilihan lagu,5,positif
makan ni Bintang 1,1,negatif
"saya menggunakan paket premium family untuk 6 anggota, namun setahun yang lalh tiba"" saya gak bisa mengundang 2 anggota dengan 2 slot kosong. Saya chat ke cs katanya akun saya di nonaktifkan untuk mengundang anggota. Harga naik dari 86.900 ke 104.900, saya gapapa ,tapi saya menyayangkan harga udah naik kaya gitu tapi saya gak bisa megggunakan apa yang harusnya saya dapatkan, saya bayar gitu harusnya untuk 6 orang, malah cuma 4 orang, yang dimana paket itu tertulis untuk 6 member akun spotify.",2,negatif
oke,5,positif
karena bagus,5,positif
aplikasi musik paling pakak sedunia masa aku dah buat playlist bagus2 eh tiba2 nongol lagu lain gak dikenal kan kek ajg dah gitu gak bisa pulak di setting biar gausah mutar lagi diluar playlist,1,negatif
ok,5,positif
spotify musik yang the best no 1 🫰,5,positif
mantap,5,positif
iklannya ke banyakan,1,negatif
iklan terlalu bnyk.,1,negatif
good,5,positif
banyak iklan,3,netral
bagus apk nya tapi kebanyakan iklan jadi kurang kurangin iklan nya,4,positif
aku suka sekali mendengar lagu,5,positif
aplikasinya bagus 😎😎😎,5,positif
"yg mod jangan di fix mulu dong, saya capek download spotify mod tpi di fix mulu",3,netral
"pokoknya seru,bisa dengerin lagu atau Galau syng ny KLO udh MLM terus hidup pin lgu iklan cerita hantu oy",5,positif
Premium sangat worth it untuk dibeli tapi kalo mau gratis banyak apk buatan atau modifikasi mirip seperti Spotify versi gratis🤩,5,positif
baguss banggettt,5,positif
BAGUS BANGET,5,positif
iklannya sangat panjang,1,negatif
Lu kikir bgt jing gw lagi stress ada ad 1 dari 5 apa ga nambah stress gwe Mana pas adek ku nangis ga bisa ganti lagu lagi karena udah di limit ganti lagu adek gw nangis terus jadinya apa gw ga gila kalo gini😭,2,negatif
mantap,5,positif
suka bngt dengwmerin musik,5,positif
saya suka karna banyak sekali lagu yang saya suka,5,positif
"udah bagus sih, tapi lirik nya tidak bisa di tampilkan gak ada tulisannya",3,netral
sangat bagus dan enak di dengar,5,positif
ini sanggat enak untuk tidur belajar dll saya suka degan aplikasi ini,5,positif
sangat bagus sekali aku menyukai nya,5,positif
gapunya duit makanya ga premium,4,positif
sangat bagus,5,positif
aku suka tanpa ke jeda dengan iklan,5,positif
burukk,1,negatif
"bagus bgt buat dengerin lagu buat santai, sad wkwk",5,positif
mantap dengerin musik sesuai musik kesukaan...👍,5,positif
"apk kikir, dipaksa beli premium gegara iklannya makin bnyk",1,negatif
sekarang iklannya jdi banyakk bgtt!!!!!!baru aja muter 2 lagu udah iklan mana iklannya 4 lagiii nggak bgt deh sekaranggg👎👎👎 dannnnn waktu buka aplikasi lain lagunya jadi berhenti padahal diaplikasi itu gaada lagu nyaaaaa!!?,1,negatif
lumayan sih dan ya ada lagu favorit ku juga,5,positif
"woi spotify, kenapa lagu Nadhif Basalamah - Kota ini tak sama tanpamu gak bisa diplay. Udah dicek sinyal aman, udah restart hp sama aja!!!",1,negatif
mantap,5,positif
"masa kelahiran 1995 ga bisa daftr, eror apa gmn sih.",1,negatif
ada teman bersenandung,5,positif
bagus,5,positif
"awalan mantap tanpa iklan sekarang makin ngeri iklan nya ,,tambah sekarang kuota banyak ga bisa dengerin musik tiap di play malah gada suaranya ,,makin gajelas apk makin sini bukan nya bikin nyaman pengguna malah bikin males buka atau pake apk ini lagi,,lebih enak langsung di YouTube",1,negatif
besebok iklan,3,netral
"tolong tambahi lagu yg gda seperti ultraman ginga no uta,orb no inori atau apa gitu soalny sebagian lagu gk ad di spotify jdiny terpaksa dengerin di yt",5,positif
ok,5,positif
"aplikasikan bagus sih tapi banyak iklan dan terus jangan paksa pengguna lain untuk beralih ke Spotify premium melulu kalau begitu banyak orang yang bosan kalau selalu ada paksaan untuk beralih ke Spotify premium,tambah sekarang saya ingin ganti lagu selalu aja ada paksaan untuk beralih ke Spotify premium",2,negatif
good,5,positif
enak bet dengar lagu,5,positif
sangatt puass,5,positif
sangat membuat perangkat lag! tolong efisiensi penggunaan ram dan cpu!!,3,netral
"udh mah iklan nya banyak cuma buat 1 lagu, sering mati sendiri lagi",1,negatif
0k sip,5,positif
"baguss dan enak bgt lagu"" nyaa",5,positif
mantap,5,positif
luar biasa,5,positif
bagus banget suara nya lebih jelas,5,positif
sangat bangua,5,positif
bass.nya beda,5,positif
sat bagus🤩🤩🤩,5,positif
mantappp,5,positif
bagus aplikasinya saya suka,5,positif
lumayan,3,netral
suka,5,positif
"ehehh aplikasi aneh, lebih baik pakai mp3 music player",1,negatif
kalah sama youtube iklannya banyakan spotify makin progresif in bad way (iklannya😑),2,negatif
gudd,5,positif
"good, perfect banget sumpah apk nya",5,positif
josss,5,positif
terlalu banyak iklan,1,negatif
